doc_id,domain,status,char_len,n_blocks,n_articles,n_tables,probe
pack2_text17,research,OK,25765,40,0,39,
pack2_text18,research,OK,37246,15,0,14,
pack2_text19,research,OK,30955,24,0,23,
pack2_text20,research,OK,31165,16,0,15,
strict_v3_008_中国人民银行令〔2025〕第12号（金融机构客户受益所有人识别管理办法）,regulatory,OK,10087,48,41,0,
strict_v3_009_中国人民银行_国家金融监督管理总局_中国证券监督管理委员会令〔2025〕第11号（金融机构客户尽职调查和客户身份资料及交易记录保存管理办法）,regulatory,OK,13410,60,52,0,
strict_v3_015_中国人民银行令〔2025〕第3号（中国人民银行业务领域数据安全管理办法）,regulatory,OK,10648,64,56,0,
strict_v3_016_中国人民银行_国家金融监督管理总局令〔2025〕第2号（银行卡清算机构管理办法）,regulatory,OK,10753,66,58,0,
strict_v3_017_中华人民共和国反洗钱法,regulatory,OK,11110,80,65,0,
strict_v3_018_中国人民银行令〔2024〕第4号（非银行支付机构监督管理条例实施细则）,regulatory,OK,18027,88,77,0,
text01,financial_contracts,OK,326551,264,15,194,
text02,financial_contracts,OK,270250,201,12,162,
text03,financial_contracts,OK,301872,233,14,166,
text04,financial_contracts,OK,879630,446,1,424,
text05,financial_contracts,OK,515567,411,0,390,
text06,financial_contracts,OK,437486,339,0,318,
text07,financial_contracts,OK,264061,340,2,275,
text08,financial_contracts,OK,542715,430,18,377,
text09,financial_contracts,OK,424640,329,6,302,
text10,financial_contracts,OK,607139,658,5,618,
text11,financial_contracts,OK,401540,295,0,274,
text12,financial_contracts,OK,140179,119,0,92,
text13,financial_contracts,OK,102053,80,0,27,
text14,financial_contracts,OK,249601,179,24,108,
